Dataset,Bandwidth ,,,,,
,In-sample,,,Out-of-sample,,
,Fold 1,Fold 2,Fold 3,Fold 1,Fold ,Fold 3
Data 1,0.3252632,0.3252632,0.6405263,0.1,0.1,0.1
Data 1,0.6405263,0.3252632,0.9557895,0.1,0.1,0.1
Boston ,1.271053,0.6405263,0.3252632,0.1,0.1,0.1
Old faithful,0.3252632,0.3252632,0.3252632,0.1,0.1,0.1
Energy ,0.6405263,0.3252632,0.3252632,0.1,0.1,0.1
Auto ,1.901579,1.586316,1.586316,0.1,0.1,0.1
